sentence,sentiment,sentence_original,positive_score,negative_score,sentiment_analysis_time,positive_low,positive_medium,positive_high,negative_low,negative_medium,negative_high,computed_sentiment,sentiment_class
i loooooooovvvvvveee my kindle not that the Deluxe is cool but the is fantastic in its own right,1,i loooooooovvvvvveee my kindle not that the dx is cool but the is fantastic in its own right,1.0,0.0,0.0040230751037597,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
reading my kindle love it lee childs is good read,1,reading my kindle love it lee childs is good read,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
ok first assesment of the kindle it hecking rocks,1,ok first assesment of the kindle it fucking rocks,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
you will love your kindle I have had mine for a few months and never looked back the new big one is huge no need for remorse,1,you ll love your kindle i ve had mine for a few months and never looked back the new big one is huge no need for remorse,0.6017699115044248,0.3982300884955753,0.0,0.0,0.7964601769911503,0.20353982300884965,0.20353982300884943,0.7964601769911506,0.0,5.099850720098319,Neutral
fair enough but i have the kindle and i think itis perfect,1,fair enough but i have the kindle and i think it s perfect,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
no it is too big i m quite happy with the kindle,1,no it is too big i m quite happy with the kindle,0.6444954128440367,0.3555045871559633,0.0,0.0,0.7110091743119267,0.2889908256880733,0.28899082568807344,0.7110091743119266,0.0,5.213931678603511,Neutral
fuck this economy i hate aig and their non loan given asses,0,fuck this economy i hate aig and their non loan given asses,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6666666666666665,Negative
jquery is my new best friend,1,jquery is my new best friend,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
loves twitter,1,loves twitter,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
how can you not love obama he makes jokes about himself,1,how can you not love obama he makes jokes about himself,0.3726541554959786,0.6273458445040215,0.0,0.25469168900804284,0.7453083109919572,0.0,0.0,0.7453083109919569,0.25469168900804307,4.832627034108969,Neutral
i firmly believe that obama pelosi have zero desire to be civil itis a charade and a slogan but they want to destroy conservatism,0,i firmly believe that obama pelosi have zero desire to be civil it s a charade and a slogan but they want to destroy conservatism,0.4110032362459547,0.5889967637540453,0.0,0.1779935275080906,0.8220064724919094,0.0,0.0,0.8220064724919094,0.1779935275080906,4.915767002458699,Neutral
house correspondents dinner was last night whoopi barbara & sherri went obama got a standing ovation,1,house correspondents dinner was last night whoopi barbara amp sherri went obama got a standing ovation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.000000000000001,Neutral
watchin Entertainment and Sports Programming Network just seen this new nike commerical with a puppet lebron sh t was hilarious laughing my ass off,1,watchin espn jus seen this new nike commerical with a puppet lebron sh t was hilarious lmao,0.7128712871287128,0.2871287128712871,0.0,0.0,0.5742574257425743,0.4257425742574257,0.4257425742574258,0.5742574257425742,0.0,5.432282879750969,Neutral
dear nike stop with the flywire that shit is a waste of science and ugly love,0,dear nike stop with the flywire that shit is a waste of science and ugly love,0.3629629629629629,0.637037037037037,0.0,0.27407407407407425,0.7259259259259258,0.0,0.0,0.7259259259259261,0.2740740740740739,4.8064735752177254,Neutral
lebron best athlete of our generation if not all time basketball related i don t want to get into inter sport debates about __,1,lebron best athlete of our generation if not all time basketball related i don t want to get into inter sport debates about __,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
i was talking to this guy last night and he was telling me that he is a die hard spurs fan he also told me that he hates lebron james,0,i was talking to this guy last night and he was telling me that he is a die hard spurs fan he also told me that he hates lebron james,0.219672131147541,0.780327868852459,0.0,0.560655737704918,0.439344262295082,0.0,0.0,0.43934426229508206,0.560655737704918,4.237423498292874,Neutral
i love lebron,1,i love lebron,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
lebron is a beast but i m still cheering the a until the end,0,lebron is a beast but i m still cheering the a til the end,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
lebron is the boss,1,lebron is the boss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.000000000000001,Neutral
lebron is a hometown hero to me laughing out loud i love the lakers but letis go cavs laughing out loud,1,lebron is a hometown hero to me lol i love the lakers but let s go cavs lol,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
lebron and zydrunas are such an awesome duo,1,lebron and zydrunas are such an awesome duo,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
lebron is a beast nobody in the National Basketball Association comes even close,1,lebron is a beast nobody in the nba comes even close,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.000000000000001,Neutral
downloading apps for my iphone so much fun there literally is an app for just about anything,1,downloading apps for my iphone so much fun there literally is an app for just about anything,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
good news just had a call from the visa office saying everything is fine what a relief i am sick of scams out there stealing,1,good news just had a call from the visa office saying everything is fine what a relief i am sick of scams out there stealing,0.4189944134078212,0.5810055865921787,0.0,0.16201117318435765,0.8379888268156424,0.0,0.0,0.8379888268156426,0.16201117318435743,4.9236275093975985,Neutral
awesome come back from via,1,awesome come back from via,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
in montreal for a long weekend of r & r much needed,1,in montreal for a long weekend of r amp r much needed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.000000000000001,Neutral
booz allen hamilton has a bad ass homegrown social collaboration platform way cool,1,booz allen hamilton has a bad ass homegrown social collaboration platform way cool ttiv,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
mluc customer innovation award winner booz allen hamilton,1,mluc customer innovation award winner booz allen hamilton,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
i current use the nikon Digital and love it but not as much as the canon Digital Digital i chose the Digital for the video feature my mistake,1,i current use the nikon d and love it but not as much as the canon d d i chose the d for the video feature my mistake,0.4583333333333333,0.5416666666666666,0.0,0.08333333333333337,0.9166666666666666,0.0,0.0,0.9166666666666667,0.08333333333333326,4.96116504854369,Neutral
google is always a good place to look should ve mentioned i worked on the mustang w my dad,1,google is always a good place to look should ve mentioned i worked on the mustang w my dad,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
played with an android google phone the slide out screen scares me i would break that fucker so fast still prefer my iphone,0,played with an android google phone the slide out screen scares me i would break that fucker so fast still prefer my iphone,0.2631578947368421,0.7368421052631579,0.0,0.4736842105263158,0.5263157894736842,0.0,0.0,0.5263157894736843,0.4736842105263157,4.463284612527584,Neutral
us planning to resume the military tribunals at guantanamo bay only this time those on trial will be aig execs and chrysler debt holders,0,us planning to resume the military tribunals at guantanamo bay only this time those on trial will be aig execs and chrysler debt holders,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6666666666666665,Negative
oh my god so bored & my tattoooos are so itchy help aha,0,omg so bored amp my tattoooos are so itchy help aha,0.4815465729349737,0.5184534270650264,0.0,0.03690685413005257,0.9630931458699474,0.0,0.0,0.9630931458699472,0.03690685413005279,4.982816813650161,Neutral
i m itchy and miserable,0,i m itchy and miserable,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6666666666666665,Negative
no i m not itchy for now maybe later laughing out loud,0,no i m not itchy for now maybe later lol,0.6948818897637795,0.3051181102362205,0.0,0.0,0.610236220472441,0.38976377952755903,0.38976377952755903,0.610236220472441,0.0,5.360752409256585,Neutral
i love the nerdy stanford human biology videos makes me miss school,1,rt i love the nerdy stanford human biology videos makes me miss school,0.5995717344753747,0.4004282655246252,0.0,0.0,0.8008565310492506,0.1991434689507494,0.19914346895074964,0.8008565310492504,0.0,5.094805435976933,Neutral
has been a bit crazy with steep learning curve but lyx is really good for long docs for anything shorter it would be insane,1,has been a bit crazy with steep learning curve but lyx is really good for long docs for anything shorter it would be insane,0.4489164086687306,0.5510835913312694,0.0,0.10216718266253877,0.8978328173374612,0.0,0.0,0.8978328173374612,0.10216718266253877,4.952311422460284,Neutral
i m listening to p y t by danny gokey less than less than less than aww heis so amazing i less than him so much,1,i m listening to p y t by danny gokey lt lt lt aww he s so amazing i lt him so much,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
is going to sleep then on a bike ride,1,is going to sleep then on a bike ride,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.000000000000001,Neutral
can not sleep my tooth is aching,0,cant sleep my tooth is aching,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6666666666666665,Negative
blah blah blah same old same old no plans today going back to sleep i guess,0,blah blah blah same old same old no plans today going back to sleep i guess,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6666666666666665,Negative
glad i did not do bay to breakers today itis freaking degrees in san francisco what the heck,0,glad i didnt do bay to breakers today it s freaking degrees in san francisco wtf,0.5161290322580644,0.4838709677419355,0.0,0.0,0.9677419354838712,0.03225806451612878,0.032258064516129004,0.967741935483871,0.0,5.015020939327865,Neutral
obama administration must stop bonuses to aig ponzi schemers,0,obama administration must stop bonuses to aig ponzi schemers,0.620309050772627,0.379690949227373,0.0,0.0,0.759381898454746,0.24061810154525398,0.24061810154525398,0.759381898454746,0.0,5.148603775449684,Neutral
started to think that citi is in really deepis & t are they going to survive the turmoil or are they going to be the next aig,0,started to think that citi is in really deep s amp t are they gonna survive the turmoil or are they gonna be the next aig,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6666666666666665,Negative
shaunwoo hate n on aig,0,shaunwoo hate n on aig,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6666666666666665,Negative
you will not regret going to see star trek it was awesome,1,you will not regret going to see star trek it was awesome,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
annoying new trend on the internets people picking apart michael lewis and malcolm gladwell nobody wants to read that,0,annoying new trend on the internets people picking apart michael lewis and malcolm gladwell nobody wants to read that,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6666666666666665,Negative
highly recommend by malcolm gladwell,1,highly recommend by malcolm gladwell,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
blink by malcolm gladwell amazing book and the tipping point,1,blink by malcolm gladwell amazing book and the tipping point,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
malcolm gladwell might be my new man crush,1,malcolm gladwell might be my new man crush,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6666666666666665,Negative
oh my god the commercials alone on Entertainment and Sports Programming Network are going to drive me nuts,0,omg the commercials alone on espn are going to drive me nuts,0.5328282828282828,0.4671717171717171,0.0,0.0,0.9343434343434345,0.06565656565656552,0.06565656565656575,0.9343434343434343,0.0,5.030570797406114,Neutral
playing with twitter api sounds fun may need to take a class or find a new friend who like to generate results with api code,1,playing with twitter api sounds fun may need to take a class or find a new friend who like to generate results with api code,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
hello twitter api,1,hello twitter api,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.000000000000001,Neutral
because the twitter api is slow and most clientis aren t good,0,because the twitter api is slow and most client s aren t good,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
yahoo answers can be a butt sometimes,0,yahoo answers can be a butt sometimes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.000000000000001,Neutral
is scrapbooking with nic Digital,1,is scrapbooking with nic d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.000000000000001,Neutral
five things wolfram alpha does better and vastly different than google,1,rt five things wolfram alpha does better and vastly different than google,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
just changed my default pic to a nike basketball cause bball is awesome,1,just changed my default pic to a nike basketball cause bball is awesome,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
was just told that nike layoffs started today,0,rt was just told that nike layoffs started today,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.000000000000001,Neutral
back when i worked for nike we had one favorite word just do it,1,back when i worked for nike we had one fav word just do it,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
by the way i m totally inspired by this freaky nike commercial,1,by the way i m totally inspired by this freaky nike commercial,0.5827505827505828,0.4172494172494172,0.0,0.0,0.8344988344988344,0.16550116550116556,0.16550116550116556,0.8344988344988344,0.0,5.078080308317849,Neutral
class the Digital is supposed to come today,1,class the d is supposed to come today,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.000000000000001,Neutral
needs someone to explain lambda calculus to him,0,needs someone to explain lambda calculus to him,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.000000000000001,Neutral
took the graduate field exam for computer science today nothing makes you feel like more of an idiot than lambda calculus,0,took the graduate field exam for computer science today nothing makes you feel like more of an idiot than lambda calculus,0.4132231404958678,0.5867768595041322,0.0,0.17355371900826444,0.8264462809917356,0.0,0.0,0.8264462809917357,0.17355371900826433,4.917960993766475,Neutral
shout outs to all east palo alto for being in the buildin karizmakaze cal gta also thanks to profits of doom universal hempz cracka,1,shout outs to all east palo alto for being in the buildin karizmakaze cal gta also thanks to profits of doom universal hempz cracka,0.6816608996539791,0.3183391003460207,0.0080251693725585,0.0,0.6366782006920417,0.36332179930795827,0.3633217993079586,0.6366782006920414,0.0,5.320394445803186,Neutral
yeahhhhhhhhh i wouldn t really have lived in east palo alto if i could have avoided it i guess itis only for the summer,0,yeahhhhhhhhh i wouldn t really have lived in east palo alto if i could have avoided it i guess it s only for the summer,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6666666666666665,Negative
great stanford course thanks for making it available to the public really helpful and informative for starting off,1,great stanford course thanks for making it available to the public really helpful and informative for starting off,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
work until afternoon/evening let us go lakers,1,work til pm lets go lakers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.000000000000001,Neutral
damn you north korea,0,damn you north korea,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6666666666666665,Negative
can we just go ahead and blow north korea off the map already,0,can we just go ahead and blow north korea off the map already,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.000000000000001,Neutral
north korea please cease this douchebaggery china doesn t even like you anymore,0,north korea please cease this douchebaggery china doesn t even like you anymore,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
why the hell is pelosi in very china and on whose dime,0,why the hell is pelosi in freakin china and on whose dime,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6666666666666665,Negative
are you burning more cash than chrysler and General Motors stop the financial tsunami where bailout means taking a handout,0,are you burning more cash than chrysler and gm stop the financial tsunami where bailout means taking a handout,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6666666666666665,Negative
insects have infected my spinach plant,0,insects have infected my spinach plant,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6666666666666665,Negative
wish i could catch every mosquito in the world n burn em slowly they been bitin the shit outta me day mosquitos are the assholes of insects,0,wish i could catch every mosquito in the world n burn em slowly they been bitin the shit outta me day mosquitos are the assholes of insects,0.6377708978328173,0.3622291021671827,0.0,0.0,0.7244582043343655,0.2755417956656345,0.27554179566563464,0.7244582043343654,0.0,5.195522842761056,Neutral
just got back from church and i totally hate insects,0,just got back from church and i totally hate insects,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6666666666666665,Negative
just got mcdonalds goddam those eggs make me sick o yeah laker up date go lakers not much of an update well itis true so suck it,0,just got mcdonalds goddam those eggs make me sick o yeah laker up date go lakers not much of an update well it s true so suck it,0.4029850746268656,0.5970149253731344,0.0,0.19402985074626877,0.8059701492537312,0.0,0.0,0.8059701492537312,0.19402985074626877,4.90777003774213,Neutral
oh my god i ohhdee want mcdonalds damn i wonder if its open laughing out loud,1,omgg i ohhdee want mcdonalds damn i wonder if its open lol,0.7095435684647303,0.2904564315352697,0.0,0.0,0.5809128630705394,0.41908713692946065,0.41908713692946065,0.5809128630705394,0.0,5.417920228241439,Neutral
history exam studying expression of frustration,0,history exam studying ugh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6666666666666665,Negative
i hate revision itis so boring i am totally unprepared for my exam tomorrow things are not looking good,0,i hate revision it s so boring i am totally unprepared for my exam tomorrow things are not looking good,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6666666666666665,Negative
higher physics exam tommorow not lookin forward to it much,0,higher physics exam tommorow not lookin forward to it much,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.000000000000001,Neutral
itis a bank holiday yet i m only out of work now exam season sucks,0,it s a bank holiday yet i m only out of work now exam season sucks,0.52046783625731,0.4795321637426901,0.0,0.0,0.9590643274853801,0.040935672514619936,0.040935672514619825,0.9590643274853802,0.0,5.019057236530124,Neutral
cheney and bush are the real culprits,0,cheney and bush are the real culprits,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.000000000000001,Neutral
lifeis a bitch and so is dick cheney p bipart tlot tcot hhrs gop dnc,0,life s a bitch and so is dick cheney p bipart tlot tcot hhrs gop dnc,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6666666666666665,Negative
dick cheneyis dishonest speech about torture terror and obama fred kaplan slate,0,dick cheney s dishonest speech about torture terror and obama fred kaplan slate,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6666666666666665,Negative
the republican party is a bunch of anti abortion zealots who couldn t draw flies to a dump neal boortz just now on the radio,0,the republican party is a bunch of anti abortion zealots who couldn t draw flies to a dump neal boortz just now on the radio,0.2877906976744186,0.7122093023255814,0.0,0.42441860465116277,0.5755813953488372,0.0,0.0,0.5755813953488371,0.4244186046511629,4.570575933462905,Neutral
is twitteris connections api broken some tweets didn t make it to twitter,0,is twitter s connections api broken some tweets didn t make it to twitter,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6666666666666665,Negative
i seriously hate the stupid twitter api timeout thing soooo annoying,0,i srsly hate the stupid twitter api timeout thing soooo annoying,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6666666666666665,Negative
i really liked learning jquery book is worth a look too,1,i really liked learning jquery book is worth a look too,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
very interesting ad from adobe by goodby silverstein & partners youtube adobe cs le sens propre,1,very interesting ad from adobe by goodby silverstein amp partners youtube adobe cs le sens propre,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
goodby silverstein agency new site great,1,goodby silverstein agency new site great,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
goodby silversteinis new site i enjoy it nice find,1,rt goodby silverstein s new site i enjoy it nice find,1.0,0.0,0.0037574768066406,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
the ever amazing psyop and goodby silverstein & partners for hp have to go play with after effects now,1,the ever amazing psyop and goodby silverstein amp partners for hp have to go play with after effects now,1.0,0.0,0.0001468658447265,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
top ten most watched on viral video chart love the nike mostvaluablepuppets campaign from wieden & kennedy,1,top ten most watched on viral video chart love the nike mostvaluablepuppets campaign from wieden amp kennedy,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
oh my god i have a g,1,zomg i have a g,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
ok so lots of buzz from Input/Output but how lucky are they a free g,1,ok so lots of buzz from io but how lucky are they a free g,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
just got a free g android at google i o,1,just got a free g android at google i o,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
guess i ll be retiring my g and start using my developer g woot googleio,1,guess i ll be retiring my g and start using my developer g woot googleio,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
i am happy for philip being at googleio today,1,i am happy for philip being at googleio today,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
lakers played great can not wait for thursday night lakers vs,1,lakers played great cannot wait for thursday night lakers vs,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
judd apatow creates fake sitcom on nbc com to market his new movie viral marketing at its best,1,judd apatow creates fake sitcom on nbc com to market his new movie viral marketing at its best,0.6701298701298701,0.3298701298701298,0.0,0.0,0.6597402597402597,0.34025974025974026,0.3402597402597404,0.6597402597402596,0.0,5.286373579628159,Neutral
viral marketing fail this acia pills brand oughta get shut down for hacking into peopleis messengeris i get msgs in a day arrrgh,0,viral marketing fail this acia pills brand oughta get shut down for hacking into people s messenger s i get msgs in a day arrrgh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6666666666666665,Negative
watching night at the museum laughing my ass off,1,watching night at the museum lmao,0.4785276073619632,0.5214723926380368,0.0,0.042944785276073594,0.9570552147239264,0.0,0.0,0.9570552147239264,0.042944785276073594,4.980008084873653,Neutral
i loved night at the museum,1,i loved night at the museum,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
just got back from the movies went to see the new night at the museum with rachel it was good,1,just got back from the movies went to see the new night at the museum with rachel it was good,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
i will take you on a date to see night at the museum whenever you want it looks soooooo good,1,i will take you on a date to see night at the museum whenever you want it looks soooooo good,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
no watching the night at the museum getting really good,1,no watching the night at the museum getting really good,0.5920398009950248,0.4079601990049751,0.0,0.0,0.8159203980099503,0.1840796019900497,0.1840796019900498,0.8159203980099502,0.0,5.087254278365937,Neutral
night at the museum wolverine and junk food perfect monday,1,night at the museum wolverine and junk food perfect monday,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
saw night at the museum last night pretty crazy movie but the cast was awesome so it was well worth it robin williams forever,1,saw night at the museum last night pretty crazy movie but the cast was awesome so it was well worth it robin williams forever,0.8858447488584476,0.1141552511415525,0.0,0.0,0.2283105022831049,0.7716894977168951,0.771689497716895,0.228310502283105,0.0,6.573999631920646,Neutral
night at the museum tonite instead of up oh well that yr old better enjoy it laughing out loud,0,night at the museum tonite instead of up oh well that yr old better enjoy it lol,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
itis unfortunate that after the stimulus plan was put in place twice to help General Motors on the back of the american people has led to the inevitable,0,it s unfortunate that after the stimulus plan was put in place twice to help gm on the back of the american people has led to the inevitable,0.4722222222222222,0.5277777777777778,0.0,0.05555555555555558,0.9444444444444444,0.0,0.0,0.9444444444444444,0.05555555555555558,4.974137931034484,Neutral
tell me again why we are giving more to General Motors we should use that for all the programs that support the unemployed,0,tell me again why we are giving more to gm we should use that for all the programs that support the unemployed,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
oh yes but if General Motors dies it will only be worth more boo hahaha,0,oh yes but if gm dies it will only be worth more boo hahaha,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
time warner cable is down again third time since memorial day bummer,0,time warner cable is down again rd time since memorial day bummer,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6666666666666665,Negative
i would rather pay reasonable yearly taxes for free fast internet than get gouged by time warner for a slow connection,0,i would rather pay reasonable yearly taxes for free fast internet than get gouged by time warner for a slow connection,0.7004608294930875,0.2995391705069125,0.0,0.0,0.599078341013825,0.40092165898617504,0.40092165898617504,0.599078341013825,0.0,5.378794917028671,Neutral
nooooooo my Digital Video Recorder just died and i was only half way through the ea presser hate you time warner,0,nooooooo my dvr just died and i was only half way through the ea presser hate you time warner,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6666666666666665,Negative
f ck time warner cable you f cking suck balls i have a hd tv & my damn hd channels hardly ever come in bullshit,0,f ck time warner cable you f cking suck balls i have a hd tv amp my damn hd channels hardly ever come in bullshit,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6666666666666665,Negative
time warner has the worse customer service ever i will never use them again,0,time warner has the worse customer service ever i will never use them again,0.0,1.0,0.0045270919799804,0.0,0.0,0.0,0.0,0.0,1.0,1.6666666666666665,Negative
