sentence,sentiment,sentence_original,positive_score,negative_score,sentiment_analysis_time,positive_low,positive_medium,positive_high,negative_low,negative_medium,negative_high,computed_sentiment,sentiment_class
time warner is the devil worst possible time for the internet to go out,0,time warner is the devil worst possible time for the internet to go out,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6666666666666665,Negative
fuck no internet damn time warner,0,fuck no internet damn time warner,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6666666666666665,Negative
time warner really picks the worst time to not work all i want to do is get to Music Television com so i can watch the hills wtfffff,0,time warner really picks the worst time to not work all i want to do is get to mtv com so i can watch the hills wtfffff,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6666666666666665,Negative
i hate time warner soooo wish i had Verizon Fios can not watch the fricken mets game w o buffering i feel like i am watching free internet porn,0,i hate time warner soooo wish i had vios cant watch the fricken mets game w o buffering i feel like im watching free internet porn,0.6956521739130435,0.3043478260869565,0.0,0.0,0.6086956521739131,0.3913043478260869,0.39130434782608703,0.608695652173913,0.0,5.363152943101404,Neutral
ahh got rid of stupid time warner today & now taking a nap while the roomies cook for me pretty good end for a monday,0,ahh got rid of stupid time warner today amp now taking a nap while the roomies cook for me pretty good end for a monday,0.6426426426426427,0.3573573573573574,0.0,0.0,0.7147147147147146,0.2852852852852854,0.2852852852852852,0.7147147147147148,0.0,5.208838209581951,Neutral
time warneris hd line up is crap,0,time warner s hd line up is crap,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6666666666666665,Negative
is being fucked by time warner cable did not know modems could explode and susan boyle sucks too,0,is being fucked by time warner cable didnt know modems could explode and susan boyle sucks too,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6666666666666665,Negative
time warner cable slogan where calling it a day at afternoon/evening happens,0,time warner cable slogan where calling it a day at pm happens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.000000000000001,Neutral
recovering from surgery wishing was here,0,recovering from surgery wishing was here,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
my wrist still hurts i have to get it looked at i hate the doctor dentist scary places time to watch eagle eye if you want to join text message,1,my wrist still hurts i have to get it looked at i hate the dr dentist scary places time to watch eagle eye if you want to join txt,0.2594594594594595,0.7405405405405406,0.0,0.48108108108108105,0.518918918918919,0.0,0.0,0.5189189189189187,0.4810810810810813,4.446945147476203,Neutral
the dentist lied you will not feel any discomort prob will not even need pain pills man you tripping this shit hurt how many pills can i take,0,the dentist lied u won t feel any discomort prob won t even need pain pills man u twippin this shit hurt how many pills can i take,0.2083333333333333,0.7916666666666666,0.0,0.5833333333333335,0.4166666666666666,0.0,0.0,0.41666666666666674,0.5833333333333333,4.171702404158544,Neutral
my dentist is great but sheis expensive,0,my dentist is great but she s expensive,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
is studing math tomorrow exam and dentist,1,is studing math tomorrow exam and dentist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.000000000000001,Neutral
my dentist was wrong wrong,0,my dentist was wrong wrong,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6666666666666665,Negative
going to the dentist later,0,going to the dentist later,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.000000000000001,Neutral
son has me looking at cars online i hate car shopping would rather go to the dentist anyone with a good car at a good price to sell,0,son has me looking at cars online i hate car shopping would rather go to the dentist anyone with a good car at a good price to sell,0.6112956810631229,0.3887043189368771,0.0,0.0,0.7774086378737541,0.22259136212624586,0.22259136212624575,0.7774086378737542,0.0,5.124790476171115,Neutral
luke and i got stopped walking out of safeway and asked to empty our pockets and lift our shirts how jacked up is that,0,luke and i got stopped walking out of safeway and asked to empty our pockets and lift our shirts how jacked up is that,0.0,1.0,0.0025262832641601,0.0,0.0,0.0,0.0,0.0,1.0,1.6666666666666665,Negative
safeway is very rock n roll tonight,1,safeway is very rock n roll tonight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.000000000000001,Neutral
the safeway bathroom still smells like ass,0,the safeway bathroom still smells like ass,0.4165137614678899,0.58348623853211,0.0,0.16697247706422025,0.8330275229357798,0.0,0.0,0.83302752293578,0.16697247706422003,4.921198306001347,Neutral
at safeway on elkhorn they move like they are dead,0,at safeway on elkhorn they move like they re dead,0.3673913043478261,0.6326086956521739,0.0,0.26521739130434785,0.7347826086956522,0.0,0.0,0.7347826086956522,0.26521739130434785,4.818471420398399,Neutral
i love dwight howardis vitamin water commercial now i wish he was with nike and not adidas laughing out loud,1,i love dwight howard s vitamin water commercial now i wish he was with nike and not adidas lol,0.7763157894736842,0.2236842105263158,0.0,0.0,0.44736842105263164,0.5526315789473684,0.5526315789473684,0.4473684210526316,0.0,5.739799441558833,Neutral
found nothing at nike factory off to banana republic outlet,0,found nothing at nike factory off to banana republic outlet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.000000000000001,Neutral
is lovin his nike already and thatis only from running on the spot in his bedroom,1,is lovin his nike already and that s only from running on the spot in his bedroom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.000000000000001,Neutral
i finally got around to using jquery to make my bio collapse yay for slide animations,1,i finally got around to using jquery to make my bio collapse yay for slide animations,0.5148809523809524,0.4851190476190476,0.0,0.0,0.9702380952380951,0.029761904761904878,0.029761904761904767,0.9702380952380952,0.0,5.013859915850511,Neutral
right laughing out loud we will get there i have high expectations warren buffet style,1,right lol we ll get there i have high expectations warren buffet style,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
great someoneis sitting in the shade today because someone planted a tree a long time ago warren buffet,1,rt rt great someone s sitting in the shade today because someone planted a tree a long time ago warren buffet,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
warren buffet became for a time the richest man in the united states not by working but investing in big idea which lead to the fortune,1,warren buffet became for a time the richest man in the united states not by working but investing in big idea which lead to the fortune,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
according to the create a school notre dame will have receivers in ncaa at or higher rating sweet,1,according to the create a school notre dame will have receivers in ncaa at or higher rating sweet,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
itis definitely under warranty & my experience is the amazon support for kindle is great had to contact them about my kindle,1,it s definitely under warranty amp my experience is the amazon support for kindle is great had to contact them about my kindle,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
time warner road runner customer support here absolutely blows i hate not having other high speed net options i m ready to go nuclear,0,time warner road runner customer support here absolutely blows i hate not having other high speed net options i m ready to go nuclear,0.5667655786350149,0.4332344213649852,0.0,0.0,0.8664688427299703,0.13353115727002973,0.13353115727002962,0.8664688427299704,0.0,5.062594805436028,Neutral
time warner cable phone reps r dumber than nails expression of frustration cable was working mins ago now its not what the heck,0,time warner cable phone reps r dumber than nails ugh cable was working mins ago now its not wtf,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6666666666666665,Negative
we tried but time warner wasn t being nice so we recorded today,0,we tried but time warner wasn t being nice so we recorded today,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
oh my god time warner f ed up my internet install instead of today its now next saturday another week w o internet & ehfa very fhg forget my life,0,omg time warner f ed up my internet install instead of today its now next saturday another week w o internet amp ehfa v fhg fml,0.4900662251655629,0.5099337748344371,0.0,0.019867549668874163,0.9801324503311258,0.0,0.0,0.9801324503311257,0.019867549668874274,4.990743213952614,Neutral
wth i have never seen a line this loooong at time warner before expression of frustration,0,wth i have never seen a line this loooong at time warner before ugh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6666666666666665,Negative
impatiently awaiting the arrival of the time warner guy itis way too pretty to be inside all afternoon,0,impatiently awaiting the arrival of the time warner guy it s way too pretty to be inside all afternoon,0.5427509293680297,0.4572490706319702,0.0,0.0,0.9144981412639406,0.08550185873605942,0.08550185873605964,0.9144981412639404,0.0,5.039851466813525,Neutral
naive bayes using em for text classification really frustrating,0,naive bayes using em for text classification really frustrating,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6666666666666665,Negative
we went to stanford university today got a tour made me want to go back to college itis also decided all of our kids will go there,1,we went to stanford university today got a tour made me want to go back to college it s also decided all of our kids will go there,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
if you re being harassed by calls about your car warranty changing your number will not fix that they call every number Digital bags,0,if you re being harassed by calls about your car warranty changing your number won t fix that they call every number d bags,0.4266666666666666,0.5733333333333334,0.0,0.14666666666666683,0.8533333333333332,0.0,0.0,0.8533333333333333,0.14666666666666672,4.931083862883739,Neutral
just blocked united blood services using google voice they call more than those car warranty guys,0,just blocked united blood services using google voice they call more than those car warranty guys,0.5714285714285714,0.4285714285714285,0.0,0.0,0.8571428571428572,0.1428571428571428,0.14285714285714302,0.857142857142857,0.0,5.067077344284737,Neutral
at & t is complete fail,0,at amp t is complete fail,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6666666666666665,Negative
oh snap you work at at & t don t you,0,oh snap you work at at amp t don t you,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.000000000000001,Neutral
i really do not want at & t phone service they suck when it comes to having a signal,0,i really dont want at amp t phone service they suck when it comes to having a signal,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6666666666666665,Negative
i say we just cut out the small talk at & tis new slogan heck you give us your money apologies to bob geldof,0,i say we just cut out the small talk at amp t s new slogan f__k you give us your money apologies to bob geldof,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6666666666666665,Negative
pissed about at & tis mid contract upgrade price for the iphone itis more i m not going to pay for something i thought was,0,pissed about at amp t s mid contract upgrade price for the iphone it s more i m not going to pay for something i thought was,0.2366071428571428,0.7633928571428572,0.0,0.5267857142857144,0.4732142857142856,0.0,0.0,0.4732142857142856,0.5267857142857144,4.332128218202992,Neutral
safari is fast even on my shitty at & t tethering,0,safari is fast even on my shitty at amp t tethering,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6666666666666665,Negative
what is at & t hecking up,0,what is at amp t fucking up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.000000000000001,Neutral
at & t dropped the ball and isn t supporting crap with the new iphone fail att sucks,0,at amp t dropped the ball and isn t supporting crap with the new iphone fail att sucks,0.2524461839530332,0.7475538160469667,0.0,0.4951076320939336,0.5048923679060664,0.0,0.0,0.5048923679060666,0.4951076320939334,4.415729301798061,Neutral
yay glad you got the phone still damn you at & t,0,yay glad you got the phone still damn you at amp t,0.7031802120141343,0.2968197879858657,0.0,0.0,0.5936395759717314,0.40636042402826855,0.40636042402826855,0.5936395759717314,0.0,5.390500943818793,Neutral
talk is cheap bing that i ll stick with google,0,talk is cheap bing that i ll stick with google,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.000000000000001,Neutral
what the heck is the point of deleting tweets if they can still be found in Twitter search service and searches twitter please fix that thanks and bye,0,wtf is the point of deleting tweets if they can still be found in summize and searches twitter please fix that thanks and bye,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
i love google translator too Digital good day mate,1,i love google translator too d good day mate,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
reading on my new kindle,1,reading on my new kindle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.000000000000001,Neutral
my kindle came and i love it,1,my kindle came and i love it,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
loving my new kindle named her kendra in case you we are wondering the cookbook is the tool because it tells you all the tricks best gift evr,1,loving my new kindle named her kendra in case u were wondering the cookbook is the tool cuz it tells u all the tricks best gift evr,0.8801169590643275,0.1198830409356725,0.0,0.0,0.23976608187134496,0.760233918128655,0.760233918128655,0.239766081871345,0.0,6.516640362839587,Neutral
the real aig scandal,0,the real aig scandal,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6666666666666665,Negative
obama is quite a good comedian check out his dinner speech on cnn very funny jokes,1,obama is quite a good comedian check out his dinner speech on cnn very funny jokes,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
barack obama shows his funny side greater than greater than great speech,1,barack obama shows his funny side gt gt great speech,1.0,0.0,0.0055105686187744,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
i like this guy barack obama shows his funny side greater than greater than,1,i like this guy barack obama shows his funny side gt gt,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
obamais speech was pretty awesome last night,1,obama s speech was pretty awesome last night,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
reading bill clinton fail obama win,1,reading bill clinton fail obama win,0.5201238390092879,0.479876160990712,0.0,0.0,0.9597523219814241,0.04024767801857587,0.04024767801857598,0.959752321981424,0.0,5.018737188822454,Neutral
obama more popular than youis among arabs survey president barack obamais popularity in leading arab countries,1,obama more popular than u s among arabs survey president barack obama s popularity in leading arab countries,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
obamais got jokes haha just got to watch a bit of his after dinner speech from last night i m in love with mr president,1,obama s got jokes haha just got to watch a bit of his after dinner speech from last night i m in love with mr president,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
lebron james got in a car accident i guess just heard it on evening news wow i can not believe it will he be ok,0,lebron james got in a car accident i guess just heard it on evening news wow i cant believe it will he be ok,0.6604938271604938,0.3395061728395062,0.0,0.0,0.6790123456790125,0.3209876543209875,0.32098765432098764,0.6790123456790124,0.0,5.258673949053141,Neutral
is it me or is this the best the playoffs have been in years oh yea lebron and melo in the finals,1,is it me or is this the best the playoffs have been in years oh yea lebron and melo in the finals,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
no lebron is the best,1,no lebron is the best,0.6563876651982379,0.3436123348017621,0.0,0.0,0.6872246696035242,0.31277533039647576,0.31277533039647576,0.6872246696035242,0.0,5.247051307087514,Neutral
lebron is cool i like his personality he has good character,1,lebron is cool i like his personality he has good character,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
watching lebron highlights damn that niggas good,1,watching lebron highlights damn that niggas good,0.3628185907046476,0.6371814092953523,0.0,0.27436281859070477,0.7256371814092952,0.0,0.0,0.7256371814092955,0.27436281859070455,4.8060810081772996,Neutral
lebron is murdering shit,1,lebron is murdering shit,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6666666666666665,Negative
lebron is a monster and he is only shaking my head the world ain t ready,1,lebron is a monsta and he is only smh the world ain t ready,0.5945945945945945,0.4054054054054054,0.0,0.0,0.810810810810811,0.18918918918918903,0.18918918918918926,0.8108108108108107,0.0,5.0898036010600105,Neutral
when lebron is done in the National Basketball Association he will probably be greater than kobe like you said kobe is good but there alot of good players,1,when lebron is done in the nba he will probably be greater than kobe like u said kobe is good but there alot of good players,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
kobe is good but lebron has my vote,1,kobe is good bt lebron has my vote,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
kobe is the best in the world not lebron,0,kobe is the best in the world not lebron,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
world cup access damn thatis a good look,1,world cup access damn that s a good look,0.5179584120982987,0.4820415879017013,0.0,0.0,0.9640831758034025,0.035916824196597474,0.03591682419659736,0.9640831758034026,0.0,5.0167226945982755,Neutral
just bought my tickets for the fifa world cup in south africa its going to be a great summer,1,just bought my tickets for the fifa world cup in south africa its going to be a great summer,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
i have to go to booz allen hamilton for a hour meeting but then i get to go home,0,i have to go to booz allen hamilton for a hr meeting but then i get to go home,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.000000000000001,Neutral
the great indian tamasha truly will unfold from may the result day for indian general election,1,the great indian tamasha truly will unfold from may the result day for indian general election,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
i have the kindle I have seen pictures of the Deluxe but haven t seen it in person i love my kindle i m on it everyday,1,i have the kindle i ve seen pictures of the dx but haven t seen it in person i love my kindle i m on it everyday,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
such an awesome idea the continual learning program with a kindle,1,such an awesome idea the continual learning program with a kindle,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
ooooh what model are you getting i have the Digital and love love love love it,1,ooooh what model are you getting i have the d and love love love love it,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
the times of india the wonder that is indiais election,1,the times of india the wonder that is india s election,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.000000000000001,Neutral
good video from google on using search options,1,good video from google on using search options,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
laughing out loud ah my skin is itchy damn cutting grass,0,lol ah my skin is itchy damn lawnmowing,0.3368055555555555,0.6631944444444444,0.0,0.32638888888888895,0.673611111111111,0.0,0.0,0.6736111111111112,0.32638888888888884,4.73362476404048,Neutral
itchy back do not ya hate it,0,itchy back dont ya hate it,0.5881188118811881,0.4118811881188118,0.0,0.0,0.8237623762376238,0.17623762376237617,0.1762376237623764,0.8237623762376236,0.0,5.083364301986433,Neutral
stanford charity fashion show a top draw,1,stanford charity fashion show a top draw,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
stanford universityis facebook profile is one of the most popular official university pages,1,stanford university s facebook profile is one of the most popular official university pages,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
lyx is cool,1,lyx is cool,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
so dissapointed they sent danny gokey home you still rock danny my hometown hero yeah milrockee,1,sooo dissapointed they sent danny gokey home you still rock danny my hometown hero yeah milrockee,1.0,0.0,0.0037834644317626,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
american idol fashion adam lambert tones down danny gokey cute,1,rt american idol fashion adam lambert tones down danny gokey cute,1.0,0.0,0.0002672672271728,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
i love you danny gokey,1,i love you danny gokey,1.0,0.0,0.0001356601715087,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
so tired i didn t sleep well at all last night,0,so tired i didn t sleep well at all last night,0.3967517401392111,0.6032482598607888,0.0001447200775146,0.2064965197215778,0.7935034802784222,0.0,0.0,0.7935034802784224,0.20649651972157756,4.8962918270280325,Neutral
boarding plane for san francisco in hour hour flight expression of disgust,0,boarding plane for san francisco in hour hr flight blech,0.0,1.0,0.0004403591156005,0.0,0.0,0.0,0.0,0.0,1.0,1.6666666666666665,Negative
bonjour san francisco my back hurts from last night,0,bonjour san francisco my back hurts from last night,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6666666666666665,Negative
with my best girl for a few more hours in san francisco mmmmmfamily is wonderful,1,with my best girl for a few more hours in san francisco mmmmmfamily is wonderful,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
f up big or go home aig,0,f up big or go home aig,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.000000000000001,Neutral
went to see the star trek movie last night very satisfying,1,went to see the star trek movie last night very satisfying,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
i can t wait going to see star trek tonight,1,i can t wait going to see star trek tonight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.000000000000001,Neutral
star trek was as good as everyone said,1,star trek was as good as everyone said,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
am loving new malcolm gladwell book outliers,1,am loving new malcolm gladwell book outliers,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
i highly recommend malcolm gladwellis the tipping point my next audiobook will probably be one of his as well,1,i highly recommend malcolm gladwell s the tipping point my next audiobook will probably be one of his as well,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
malcolm gladwell is a genius at tricking people into not realizing heis a hecking idiot,0,malcolm gladwell is a genius at tricking people into not realizing he s a fucking idiot,0.2491228070175438,0.7508771929824561,0.0,0.5017543859649124,0.4982456140350876,0.0,0.0,0.4982456140350877,0.5017543859649123,4.400054160753515,Neutral
hey no offense but malcolm gladwell is a pretenious annoying cunt and he brings you down can not read his shit,0,hey no offense but malcolm gladwell is a pretenious annoying cunt and he brings you down cant read his shit,0.2615694164989939,0.738430583501006,0.0,0.4768611670020122,0.5231388329979878,0.0,0.0,0.523138832997988,0.476861167002012,4.456276342804876,Neutral
great article by malcolm gladwell,1,rt great article by malcolm gladwell,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
i seriously underestimated malcolm gladwell i want to meet this guy,1,i seriously underestimated malcolm gladwell i want to meet this dude,0.2549019607843137,0.7450980392156863,0.0,0.4901960784313726,0.5098039215686274,0.0,0.0,0.5098039215686274,0.4901960784313726,4.426696841358045,Neutral
i hate internet provider right now everything is down cable internet & phone expression of frustration what am i to do,0,i hate comcast right now everything is down cable internet amp phone ughh what am i to do,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6666666666666665,Negative
internet provider sucks,0,comcast sucks,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6666666666666665,Negative
the day i never have to deal with internet provider again will rank as one of the best days of my life,0,the day i never have to deal with comcast again will rank as one of the best days of my life,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
did internet provider fail again,0,did comcast fail again,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6666666666666665,Negative
curses the twitter api limit,0,curses the twitter api limit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.000000000000001,Neutral
now i can see why dave winer screams about lack of twitter api its limitations and access throttles,0,now i can see why dave winer screams about lack of twitter api its limitations and access throttles,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6666666666666665,Negative
expression of frustration twitter api is making me crazy,0,arg twitter api is making me crazy,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6666666666666665,Negative
i m really loving the new search site wolfram alpha makes google seem so old-fashioned,1,i m really loving the new search site wolfram alpha makes google seem so quaint,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
wolfram alpha sucks even for researchers the information provided is less than you can get from google or wikipedia totally useless,0,wolfram alpha sucks even for researchers the information provided is less than you can get from google or wikipedia totally useless,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6666666666666665,Negative
off to the nike factory,1,off to the nike factory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.000000000000001,Neutral
new nike muppet commercials are pretty cute why do we live together again,1,new nike muppet commercials are pretty cute why do we live together again,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
oh those are awesome i so wish they weren t owned by nike,0,oh those are awesome i so wish they weren t owned by nike,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
awesome seeing the show friday at the shoreline amphitheatre never seen Nine Inch Nails before can t wait,1,awesome seeing the show friday at the shoreline amphitheatre never seen nin before can t wait,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
expression of frustration itis weka bug and i spent almost two hours to find that out crappy me,0,arhh it s weka bug and i spent almost two hours to find that out crappy me,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6666666666666665,Negative
hey bud no problem i do so love my Digital although i Digital love a Digital mark two more,1,hey bud np i do so love my d although i d love a d mkii more,0.6473880597014925,0.3526119402985074,0.0,0.0,0.705223880597015,0.294776119402985,0.2947761194029852,0.7052238805970148,0.0,5.22191808168278,Neutral
just got us a Digital for the office Digital,1,just got us a d for the office d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.000000000000001,Neutral
just picked up my new canon Digital itis beautiful prepare for some seriously awesome photography,1,just picked up my new canon d it s beautiful prepare for some seriously awesome photography,0.8255033557046979,0.174496644295302,0.0,0.0,0.3489932885906042,0.6510067114093958,0.651006711409396,0.348993288590604,0.0,6.05520966171924,Neutral
just got my new toy canon Digital love love love it,1,just got my new toy canon d love love love it,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.333333333333334,Positive
learning about lambda calculus,1,learning about lambda calculus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.000000000000001,Neutral
